"prefecture_no","prefecture","prefecture_name","city_no","city_name"
"34","","広島県 - そのほかの地域","34212","東広島市"
"34","","広島県 - そのほかの地域","34213","廿日市市"
"34","","広島県 - そのほかの地域","34214","安芸高田市"
"34","","広島県 - そのほかの地域","34215","江田島市"
"34","","広島県 - そのほかの地域","34300","安芸郡"
"34","","広島県 - そのほかの地域","34360","山県郡"
"34","","広島県 - そのほかの地域","34460","世羅郡"
"34","","広島県 - そのほかの地域","34540","神石郡"
"34","","広島県 - そのほかの地域","on","豊田郡"
"34","","広島市","34101","広島市中区"
"34","","広島市","34102","広島市東区"
"34","","広島市","34103","広島市南区"
"34","","広島市","34104","広島市西区"
"34","","広島市","34105","広島市安佐南区"
"34","","広島市","34106","広島市安佐北区"
"34","","広島市","34107","広島市安芸区"
"34","","広島市","34108","広島市佐伯区"
"35","","山口県","35201","下関市"
"35","","山口県","35202","宇部市"
"35","","山口県","35203","山口市"
"35","","山口県","35204","萩市"
"35","","山口県","35206","防府市"
"35","","山口県","35207","下松市"
"35","","山口県","35208","岩国市"
"35","","山口県","35210","光市"
"35","","山口県","35211","長門市"
"35","","山口県","35212","柳井市"
"35","","山口県","35213","美祢市"
"35","","山口県","35215","周南市"
"35","","山口県","35216","山陽小野田市"
"35","","山口県","35320","玖珂郡"
"35","","山口県","35340","熊毛郡"
"35","","山口県","on","阿武郡"
"35","","山口県","on","大島郡"
"36","","徳島県","36201","徳島市"
"36","","徳島県","36202","鳴門市"
"36","","徳島県","36203","小松島市"
"36","","徳島県","36204","阿南市"
"36","","徳島県","36205","吉野川市"
"36","","徳島県","36206","阿波市"
"36","","徳島県","36207","美馬市"
"36","","徳島県","36208","三好市"
"36","","徳島県","36340","名西郡"
"36","","徳島県","36380","海部郡"
"36","","徳島県","36400","板野郡"
"36","","徳島県","36460","美馬郡"
"36","","徳島県","36480","三好郡"
"36","","徳島県","on","勝浦郡"
"36","","徳島県","on","那賀郡"
"36","","徳島県","on","名東郡"
"37","","香川県","37201","高松市"
"37","","香川県","37202","丸亀市"
"37","","香川県","37203","坂出市"
"37","","香川県","37204","善通寺市"
"37","","香川県","37205","観音寺市"
"37","","香川県","37206","さぬき市"
"37","","香川県","37207","東かがわ市"
"37","","香川県","37208","三豊市"
"37","","香川県","37340","木田郡"
"37","","香川県","37380","綾歌郡"
"37","","香川県","37400","仲多度郡"
"37","","香川県","on","香川郡"
"37","","香川県","on","小豆郡"
"38","","愛媛県","38201","松山市"
"38","","愛媛県","38202","今治市"
"38","","愛媛県","38203","宇和島市"
"38","","愛媛県","38204","八幡浜市"
"38","","愛媛県","38205","新居浜市"
"38","","愛媛県","38206","西条市"
"38","","愛媛県","38207","大洲市"
"38","","愛媛県","38210","伊予市"
"38","","愛媛県","38213","四国中央市"
"38","","愛媛県","38214","西予市"
"38","","愛媛県","38215","東温市"
"38","","愛媛県","38340","越智郡"
"38","","愛媛県","38380","上浮穴郡"
"38","","愛媛県","38400","伊予郡"
"38","","愛媛県","38420","喜多郡"
"38","","愛媛県","38480","北宇和郡"
"38","","愛媛県","on","西宇和郡"
"38","","愛媛県","on","南宇和郡"
"39","","高知県","39201","高知市"
"39","","高知県","39202","室戸市"
"39","","高知県","39203","安芸市"
"39","","高知県","39204","南国市"
"39","","高知県","39205","土佐市"
"39","","高知県","39206","須崎市"
"39","","高知県","39208","宿毛市"
"39","","高知県","39209","土佐清水市"
"39","","高知県","39210","四万十市"
"39","","高知県","39211","香南市"
"39","","高知県","39212","香美市"
"39","","高知県","39300","安芸郡"
"39","","高知県","39380","吾川郡"
"39","","高知県","39400","高岡郡"
"39","","高知県","39420","幡多郡"
"39","","高知県","on","長岡郡"
"39","","高知県","on","土佐郡"
"40","","福岡県 - そのほかの地域","40202","大牟田市"
"40","","福岡県 - そのほかの地域","40203","久留米市"
"40","","福岡県 - そのほかの地域","40204","直方市"
"40","","福岡県 - そのほかの地域","40205","飯塚市"
"40","","福岡県 - そのほかの地域","40206","田川市"
"40","","福岡県 - そのほかの地域","40207","柳川市"
"40","","福岡県 - そのほかの地域","40210","八女市"
"40","","福岡県 - そのほかの地域","40211","筑後市"
"40","","福岡県 - そのほかの地域","40212","大川市"
"40","","福岡県 - そのほかの地域","40213","行橋市"
"40","","福岡県 - そのほかの地域","40214","豊前市"
"40","","福岡県 - そのほかの地域","40215","中間市"
"40","","福岡県 - そのほかの地域","40216","小郡市"
"40","","福岡県 - そのほかの地域","40217","筑紫野市"
"40","","福岡県 - そのほかの地域","40218","春日市"
"40","","福岡県 - そのほかの地域","40219","大野城市"
"40","","福岡県 - そのほかの地域","40220","宗像市"
"40","","福岡県 - そのほかの地域","40221","太宰府市"
"40","","福岡県 - そのほかの地域","40223","古賀市"
"40","","福岡県 - そのほかの地域","40224","福津市"
"40","","福岡県 - そのほかの地域","40225","うきは市"
"40","","福岡県 - そのほかの地域","40226","宮若市"
"40","","福岡県 - そのほかの地域","40227","嘉麻市"
"40","","福岡県 - そのほかの地域","40228","朝倉市"
"40","","福岡県 - そのほかの地域","40229","みやま市"
"40","","福岡県 - そのほかの地域","40230","糸島市"
"40","","福岡県 - そのほかの地域","40231","那珂川市"
"40","","福岡県 - そのほかの地域","40341","糟屋郡宇美町"
"40","","福岡県 - そのほかの地域","40342","糟屋郡篠栗町"
"40","","福岡県 - そのほかの地域","40343","糟屋郡志免町"
"40","","福岡県 - そのほかの地域","40344","糟屋郡須惠町"
"40","","福岡県 - そのほかの地域","40345","糟屋郡新宮町"
"40","","福岡県 - そのほかの地域","40348","糟屋郡久山町"
"40","","福岡県 - そのほかの地域","40349","糟屋郡粕屋町"
"40","","福岡県 - そのほかの地域","40381","遠賀郡芦屋町"
"40","","福岡県 - そのほかの地域","40382","遠賀郡水巻町"
"40","","福岡県 - そのほかの地域","40383","遠賀郡岡垣町"
"40","","福岡県 - そのほかの地域","40384","遠賀郡遠賀町"
"40","","福岡県 - そのほかの地域","40400","鞍手郡"
"40","","福岡県 - そのほかの地域","40420","嘉穂郡"
"40","","福岡県 - そのほかの地域","40440","朝倉郡"
"40","","福岡県 - そのほかの地域","40500","三井郡"
"40","","福岡県 - そのほかの地域","40520","三潴郡"
"40","","福岡県 - そのほかの地域","40540","八女郡"
"40","","福岡県 - そのほかの地域","40600","田川郡"
"40","","福岡県 - そのほかの地域","40620","京都郡"
"40","","福岡県 - そのほかの地域","40640","築上郡"
"40","","福岡市","40131","福岡市東区"
"40","","福岡市","40132","福岡市博多区"
"40","","福岡市","40133","福岡市中央区"
"40","","福岡市","40134","福岡市南区"
"40","","福岡市","40135","福岡市西区"
"40","","福岡市","40136","福岡市城南区"
"40","","福岡市","40137","福岡市早良区"
"40","","北九州市","40101","北九州市門司区"
"40","","北九州市","40103","北九州市若松区"
"40","","北九州市","40105","北九州市戸畑区"
"40","","北九州市","40106","北九州市小倉北区"
"40","","北九州市","40107","北九州市小倉南区"
"40","","北九州市","40108","北九州市八幡東区"
"40","","北九州市","40109","北九州市八幡西区"
"41","","佐賀県","41201","佐賀市"
"41","","佐賀県","41202","唐津市"
"41","","佐賀県","41203","鳥栖市"
"41","","佐賀県","41204","多久市"
"41","","佐賀県","41205","伊万里市"
"41","","佐賀県","41206","武雄市"
"41","","佐賀県","41207","鹿島市"
"41","","佐賀県","41208","小城市"
"41","","佐賀県","41209","嬉野市"
"41","","佐賀県","41210","神埼市"
"41","","佐賀県","41320","神埼郡"
"41","","佐賀県","41340","三養基郡"
"41","","佐賀県","41400","西松浦郡"
"41","","佐賀県","41420","杵島郡"
"41","","佐賀県","on","東松浦郡"
"41","","佐賀県","on","藤津郡"
"42","","長崎県","42201","長崎市"
"42","","長崎県","42202","佐世保市"
"42","","長崎県","42203","島原市"
"42","","長崎県","42204","諫早市"
"42","","長崎県","42205","大村市"
"42","","長崎県","42207","平戸市"
"42","","長崎県","42208","松浦市"
"42","","長崎県","42209","対馬市"
"42","","長崎県","42210","壱岐市"
"42","","長崎県","42212","西海市"
"42","","長崎県","42213","雲仙市"
"42","","長崎県","42214","南島原市"
"42","","長崎県","42300","西彼杵郡"
"42","","長崎県","42320","東彼杵郡"
"42","","長崎県","42380","北松浦郡"
"42","","長崎県","on","五島市"
"42","","長崎県","on","南松浦郡"
"43","","熊本県","43202","八代市"
"43","","熊本県","43203","人吉市"
"43","","熊本県","43204","荒尾市"
"43","","熊本県","43205","水俣市"
"43","","熊本県","43206","玉名市"
"43","","熊本県","43208","山鹿市"
"43","","熊本県","43210","菊池市"
"43","","熊本県","43211","宇土市"
"43","","熊本県","43212","上天草市"
"43","","熊本県","43213","宇城市"
"43","","熊本県","43214","阿蘇市"
"43","","熊本県","43215","天草市"
"43","","熊本県","43216","合志市"
"43","","熊本県","43360","玉名郡"
"43","","熊本県","43400","菊池郡"
"43","","熊本県","43420","阿蘇郡"
"43","","熊本県","43440","上益城郡"
"43","","熊本県","43460","八代郡"
"43","","熊本県","43480","葦北郡"
"43","","熊本県","43500","球磨郡"
"43","","熊本県","on","下益城郡"
"43","","熊本県","on","天草郡"
"43","","熊本市","43101","熊本市中央区"
"43","","熊本市","43102","熊本市東区"
"43","","熊本市","43103","熊本市西区"
"43","","熊本市","43104","熊本市南区"
"43","","熊本市","43105","熊本市北区"
"44","","大分県","44201","大分市"
"44","","大分県","44202","別府市"
"44","","大分県","44203","中津市"
"44","","大分県","44204","日田市"
"44","","大分県","44205","佐伯市"
"44","","大分県","44206","臼杵市"
"44","","大分県","44207","津久見市"
"44","","大分県","44208","竹田市"
"44","","大分県","44209","豊後高田市"
"44","","大分県","44210","杵築市"
"44","","大分県","44211","宇佐市"
"44","","大分県","44212","豊後大野市"
"44","","大分県","44213","由布市"
"44","","大分県","44214","国東市"
"44","","大分県","44340","速見郡"
"44","","大分県","44460","玖珠郡"
"44","","大分県","on","東国東郡"
"45","","宮崎県","45201","宮崎市"
"45","","宮崎県","45202","都城市"
"45","","宮崎県","45203","延岡市"
"45","","宮崎県","45204","日南市"
"45","","宮崎県","45205","小林市"
"45","","宮崎県","45206","日向市"
"45","","宮崎県","45207","串間市"
"45","","宮崎県","45208","西都市"
"45","","宮崎県","45209","えびの市"
"45","","宮崎県","45340","北諸県郡"
"45","","宮崎県","45360","西諸県郡"
"45","","宮崎県","45380","東諸県郡"
"45","","宮崎県","45400","児湯郡"
"45","","宮崎県","45420","東臼杵郡"
"45","","宮崎県","on","西臼杵郡"
"46","","鹿児島県","46201","鹿児島市"
"46","","鹿児島県","46203","鹿屋市"
"46","","鹿児島県","46204","枕崎市"
"46","","鹿児島県","46206","阿久根市"
"46","","鹿児島県","46208","出水市"
"46","","鹿児島県","46210","指宿市"
"46","","鹿児島県","46214","垂水市"
"46","","鹿児島県","46215","薩摩川内市"
"46","","鹿児島県","46216","日置市"
"46","","鹿児島県","46217","曽於市"
"46","","鹿児島県","46218","霧島市"
"46","","鹿児島県","46219","いちき串木野市"
"46","","鹿児島県","46220","南さつま市"
"46","","鹿児島県","46221","志布志市"
"46","","鹿児島県","46222","奄美市"
"46","","鹿児島県","46223","南九州市"
"46","","鹿児島県","46224","伊佐市"
"46","","鹿児島県","46225","姶良市"
"46","","鹿児島県","46380","薩摩郡"
"46","","鹿児島県","46440","姶良郡"
"46","","鹿児島県","46460","曽於郡"
"46","","鹿児島県","46480","肝属郡"
"46","","鹿児島県","on","熊毛郡"
"46","","鹿児島県","on","鹿児島郡"
"46","","鹿児島県","on","出水郡"
"46","","鹿児島県","on","西之表市"
"46","","鹿児島県","on","大島郡"
