"railway_no","railway_name","metro_no","metro_name"
"2045","地下鉄千日前線","204530080","野田阪神"
"2045","地下鉄千日前線","204537630","南巽"
"2050","地下鉄堺筋線","205005070","恵美須町"
"2050","地下鉄堺筋線","205005580","扇町"
"2050","地下鉄堺筋線","205011520","北浜"
"2050","地下鉄堺筋線","205015690","堺筋本町"
"2050","地下鉄堺筋線","205025331","天下茶屋"
"2050","地下鉄堺筋線","205025390","天神橋筋六丁目"
"2050","地下鉄堺筋線","205025830","動物園前"
"2050","地下鉄堺筋線","205027470","長堀橋"
"2050","地下鉄堺筋線","205029660","日本橋"
"2050","地下鉄堺筋線","205037800","南森町"
"2055","地下鉄長堀鶴見緑地線","205503660","今福鶴見"
"2055","地下鉄長堀鶴見緑地線","205505760","ドーム前千代崎"
"2055","地下鉄長堀鶴見緑地線","205505770","大阪ビジネスパーク"
"2055","地下鉄長堀鶴見緑地線","205508610","門真南"
"2055","地下鉄長堀鶴見緑地線","205509610","蒲生四丁目"
"2055","地下鉄長堀鶴見緑地線","205512070","京橋"
"2055","地下鉄長堀鶴見緑地線","205519570","心斎橋"
"2055","地下鉄長堀鶴見緑地線","205521920","大正"
"2055","地下鉄長堀鶴見緑地線","205523390","谷町六丁目"
"2055","地下鉄長堀鶴見緑地線","205523520","玉造"
"2055","地下鉄長堀鶴見緑地線","205525100","鶴見緑地"
"2055","地下鉄長堀鶴見緑地線","205527470","長堀橋"
"2055","地下鉄長堀鶴見緑地線","205528460","西大橋"
"2055","地下鉄長堀鶴見緑地線","205529130","西長堀"
"2055","地下鉄長堀鶴見緑地線","205535970","松屋町"
"2055","地下鉄長堀鶴見緑地線","205539540","森ノ宮"
"2055","地下鉄長堀鶴見緑地線","205540930","横堤"
"2060","阪急神戸線","206000950","芦屋川"
"2060","阪急神戸線","206004641","大阪梅田"
"2060","阪急神戸線","206005210","王子公園"
"2060","阪急神戸線","206006590","岡本"
"2060","阪急神戸線","206008070","春日野道"
"2060","阪急神戸線","206010230","神崎川"
"2060","阪急神戸線","206016820","神戸三宮"
"2060","阪急神戸線","206018460","十三"
"2060","阪急神戸線","206018500","夙川"
"2060","阪急神戸線","206021790","園田"
"2060","阪急神戸線","206024550","塚口"
"2060","阪急神戸線","206027220","中津"
"2060","阪急神戸線","206029250","西宮北口"
"2060","阪急神戸線","206036290","御影"
"2060","阪急神戸線","206038670","武庫之荘"
"2060","阪急神戸線","206041520","六甲"
"2065","阪急伊丹線","206502930","伊丹"
"2065","阪急伊丹線","206503360","稲野"
"2065","阪急伊丹線","206519050","新伊丹"
"2065","阪急伊丹線","206524550","塚口"
"2070","阪急今津線","207003640","今津"
"2070","阪急今津線","207007140","小林"
"2070","阪急今津線","207014210","甲東園"
"2070","阪急今津線","207015850","逆瀬川"
"2070","阪急今津線","207022670","宝塚"
"2070","阪急今津線","207022680","宝塚南口"
"2070","阪急今津線","207028240","仁川"
"2070","阪急今津線","207029250","西宮北口"
"2070","阪急今津線","207031410","阪神国道"
"2070","阪急今津線","207039610","門戸厄神"
"2075","阪急甲陽線","207512970","苦楽園口"
"2075","阪急甲陽線","207514410","甲陽園"
"2075","阪急甲陽線","207518500","夙川"
"2080","阪急宝塚線","208002010","池田"
"2080","阪急宝塚線","208002300","石橋阪大前"
"2080","阪急宝塚線","208004641","大阪梅田"
"2080","阪急宝塚線","208006570","岡町"
"2080","阪急宝塚線","208010110","川西能勢口"
"2080","阪急宝塚線","208012100","清荒神"
"2080","阪急宝塚線","208018460","十三"
"2080","阪急宝塚線","208018610","庄内"
"2080","阪急宝塚線","208021780","曽根"
"2080","阪急宝塚線","208022670","宝塚"
"2080","阪急宝塚線","208026600","豊中"
"2080","阪急宝塚線","208027220","中津"
"2080","阪急宝塚線","208027630","中山観音"
"2080","阪急宝塚線","208030850","服部天神"
"2080","阪急宝塚線","208033010","雲雀丘花屋敷"
"2080","阪急宝塚線","208035083","蛍池"
"2080","阪急宝塚線","208036610","三国"
"2080","阪急宝塚線","208039150","売布神社"
"2080","阪急宝塚線","208040530","山本"
"2085","阪急箕面線","208502300","石橋阪大前"
"2085","阪急箕面線","208516050","桜井"
"2085","阪急箕面線","208535580","牧落"
"2085","阪急箕面線","208537880","箕面"
"2090","阪急千里線","209001700","淡路"
"2090","阪急千里線","209010280","関大前"
"2090","阪急千里線","209011330","北千里"
"2090","阪急千里線","209012770","柴島"
"2090","阪急千里線","209018090","下新庄"
"2090","阪急千里線","209020450","吹田"
"2090","阪急千里線","209021590","千里山"
"2090","阪急千里線","209025390","天神橋筋六丁目"
"2090","阪急千里線","209026580","豊津"
"2090","阪急千里線","209037610","南千里"
"2090","阪急千里線","209040333","山田"
"2095","阪急京都線","209500040","相川"
"2095","阪急京都線","209501700","淡路"
"2095","阪急京都線","209503530","茨木市"
"2095","阪急京都線","209504641","大阪梅田"
"2095","阪急京都線","209506320","大宮"
"2095","阪急京都線","209506430","大山崎"
"2095","阪急京都線","209508570","桂"
"2095","阪急京都線","209509210","上新庄"
"2095","阪急京都線","209509740","烏丸"
"2095","阪急京都線","209510200","京都河原町"
"2095","阪急京都線","209510350","上牧"
"2095","阪急京都線","209515600","西院"
"2095","阪急京都線","209518460","十三"
"2095","阪急京都線","209518570","正雀"
"2095","阪急京都線","209521670","総持寺"
"2095","阪急京都線","209521690","崇禅寺"
"2095","阪急京都線","209522430","高槻市"
"2095","阪急京都線","209526780","富田"
"2095","阪急京都線","209526950","長岡天神"
"2095","阪急京都線","209528680","西京極"
"2095","阪急京都線","209529420","西向日"
"2095","阪急京都線","209532470","東向日"
"2095","阪急京都線","209537190","水無瀬"
"2095","阪急京都線","209537313","南茨木"
"2095","阪急京都線","209537440","南方"
"2095","阪急京都線","209538000","摂津市"
"2095","阪急京都線","209553950","洛西口"
"2095","阪急京都線","209583780","西山天王山"
"2100","阪急嵐山線","210001540","嵐山"
"2100","阪急嵐山線","210008570","桂"
"2100","阪急嵐山線","210009120","上桂"
"2100","阪急嵐山線","210035840","松尾大社"
"2105","能勢電鉄妙見線","210503090","一の鳥居"
"2105","能勢電鉄妙見線","210504170","鶯の森"
"2105","能勢電鉄妙見線","210504440","畦野"
"2105","能勢電鉄妙見線","210510113","川西能勢口"
"2105","能勢電鉄妙見線","210511730","絹延橋"
"2105","能勢電鉄妙見線","210514350","光風台"
"2105","能勢電鉄妙見線","210516310","笹部"
"2105","能勢電鉄妙見線","210522820","滝山"
"2105","能勢電鉄妙見線","210523060","多田"
"2105","能勢電鉄妙見線","210524870","鼓滝"
"2105","能勢電鉄妙見線","210525980","ときわ台"
"2105","能勢電鉄妙見線","210533324","平野"
"2105","能勢電鉄妙見線","210538440","妙見口"
"2105","能勢電鉄妙見線","210540280","山下"
"2110","能勢電鉄日生線","211029620","日生中央"
"2115","阪神本線","211500940","芦屋"
"2115","阪神本線","211501301","尼崎"
"2115","阪神本線","211501310","尼崎センタープール前"
"2115","阪神本線","211502360","石屋川"
"2115","阪神本線","211503643","今津"
"2115","阪神本線","211503960","岩屋"
"2115","阪神本線","211504100","魚崎"
"2115","阪神本線","211504320","打出"
"2115","阪神本線","211504643","大阪梅田"
"2115","阪神本線","211505430","大石"
"2115","阪神本線","211505570","青木"
"2115","阪神本線","211508073","春日野道"
"2115","阪神本線","211512410","杭瀬"
"2115","阪神本線","211512670","久寿川"
"2115","阪神本線","211514000","甲子園"
"2115","阪神本線","211514460","香櫨園"
"2115","阪神本線","211516823","神戸三宮"
"2115","阪神本線","211519560","新在家"
"2115","阪神本線","211520880","住吉"
"2115","阪神本線","211522080","大物"
"2115","阪神本線","211524270","千船"
"2115","阪神本線","211525220","出屋敷"
"2115","阪神本線","211528050","鳴尾・武庫川女子大前"
"2115","阪神本線","211529140","西灘"
"2115","阪神本線","211529240","西宮"
"2115","阪神本線","211530050","野田"
"2115","阪神本線","211533070","姫島"
"2115","阪神本線","211533520","深江"
"2115","阪神本線","211533670","福島"
"2115","阪神本線","211536293","御影"
"2115","阪神本線","211538650","武庫川"
"2115","阪神本線","211539310","元町"
"2115","阪神本線","211541190","淀川"
"2120","阪神電鉄阪神なんば線","212001301","尼崎"
"2120","阪神電鉄阪神なんば線","212012330","大阪難波"
"2120","阪神電鉄阪神なんば線","212022080","大物"
"2120","阪神電鉄阪神なんば線","212024170","千鳥橋"
"2120","阪神電鉄阪神なんば線","212025130","出来島"
"2120","阪神電鉄阪神なんば線","212025480","伝法"
"2120","阪神電鉄阪神なんば線","212028691","西九条"
"2120","阪神電鉄阪神なんば線","212033600","福"
"2120","阪神電鉄阪神なんば線","212042010","九条"
"2120","阪神電鉄阪神なんば線","212042020","ドーム前"
"2120","阪神電鉄阪神なんば線","212042030","桜川"
"2125","阪神武庫川線","212520620","洲先"
"2125","阪神武庫川線","212532160","東鳴尾"
"2125","阪神武庫川線","212538650","武庫川"
"2125","阪神武庫川線","212538660","武庫川団地前"
"2130","山陽電鉄本線","213001410","荒井"
"2130","山陽電鉄本線","213002950","板宿"
"2130","山陽電鉄本線","213003560","伊保"
"2130","山陽電鉄本線","213004740","江井ケ島"
"2130","山陽電鉄本線","213005640","大蔵谷"
"2130","山陽電鉄本線","213005820","大塩"
"2130","山陽電鉄本線","213007070","尾上の松"
"2130","山陽電鉄本線","213008280","霞ケ丘"
"2130","山陽電鉄本線","213009550","亀山"
"2130","山陽電鉄本線","213014120","高速長田"
"2130","山陽電鉄本線","213016850","山陽明石"
"2130","山陽電鉄本線","213016870","山陽魚住"
"2130","山陽電鉄本線","213016880","山陽塩屋"
"2130","山陽電鉄本線","213016890","山陽須磨"
"2130","山陽電鉄本線","213016900","山陽曽根"
"2130","山陽電鉄本線","213016910","山陽垂水"
"2130","山陽電鉄本線","213016930","山陽姫路"
"2130","山陽電鉄本線","213017160","飾磨"
"2130","山陽電鉄本線","213018880","白浜の宮"
"2130","山陽電鉄本線","213019200","新開地"
"2130","山陽電鉄本線","213020800","須磨浦公園"
"2130","山陽電鉄本線","213020810","須磨寺"
"2130","山陽電鉄本線","213021830","大開"
"2130","山陽電鉄本線","213022250","高砂"
"2130","山陽電鉄本線","213022790","滝の茶屋"
"2130","山陽電鉄本線","213024670","月見山"
"2130","山陽電鉄本線","213025120","手柄"
"2130","山陽電鉄本線","213027610","中八木"
"2130","山陽電鉄本線","213028370","西江井ケ島"
"2130","山陽電鉄本線","213028880","西新町"
"2130","山陽電鉄本線","213028970","西代"
"2130","山陽電鉄本線","213029390","西舞子"
"2130","山陽電鉄本線","213031140","浜の宮"
"2130","山陽電鉄本線","213031200","林崎松江海岸"
"2130","山陽電鉄本線","213031330","播磨町"
"2130","山陽電鉄本線","213031990","東須磨"
"2130","山陽電鉄本線","213032020","東垂水"
"2130","山陽電鉄本線","213032320","東二見"
"2130","山陽電鉄本線","213032890","人丸前"
"2130","山陽電鉄本線","213033820","藤江"
"2130","山陽電鉄本線","213034750","別府"
"2130","山陽電鉄本線","213035500","舞子公園"
"2130","山陽電鉄本線","213036080","的形"
"2130","山陽電鉄本線","213039090","妻鹿"
"2130","山陽電鉄本線","213039670","八家"
"2130","山陽電鉄本線","213054050","西二見"
"2135","山陽電鉄網干線","213516860","山陽網干"
"2135","山陽電鉄網干線","213516920","山陽天満"
"2135","山陽電鉄網干線","213517160","飾磨"
"2135","山陽電鉄網干線","213528800","西飾磨"
"2135","山陽電鉄網干線","213533370","平松"
"2135","山陽電鉄網干線","213533470","広畑"
"2135","山陽電鉄網干線","213540750","夢前川"
"2140","京阪鴨東線","214016750","三条"
"2140","京阪鴨東線","214025210","出町柳"
"2140","京阪鴨東線","214036160","神宮丸太町"
"2145","京阪本線","214506460","大和田"
"2145","京阪本線","214508593","門真市"
"2145","京阪本線","214509670","萱島"
"2145","京阪本線","214511523","北浜"
"2145","京阪本線","214512073","京橋"
"2145","京阪本線","214512680","樟葉"
"2145","京阪本線","214514090","光善寺"
"2145","京阪本線","214514440","香里園"
"2145","京阪本線","214514883","清水五条"
"2145","京阪本線","214515080","御殿山"
"2145","京阪本線","214516750","三条"
"2145","京阪本線","214517290","祇園四条"
"2145","京阪本線","214520830","墨染"
"2145","京阪本線","214521140","関目"
"2145","京阪本線","214521540","千林"
"2145","京阪本線","214522740","滝井"
"2145","京阪本線","214523820","丹波橋"
"2145","京阪本線","214524370","中書島"
"2145","京阪本線","214525513","天満橋"
"2145","京阪本線","214525560","土居"
"2145","京阪本線","214525800","東福寺"
"2145","京阪本線","214526280","鳥羽街道"
"2145","京阪本線","214528790","西三荘"
"2145","京阪本線","214529890","寝屋川市"
"2145","京阪本線","214529950","野江"
"2145","京阪本線","214530504","橋本"
"2145","京阪本線","214532840","七条"
"2145","京阪本線","214533220","枚方公園"
"2145","京阪本線","214533230","枚方市"
"2145","京阪本線","214533540","龍谷大前深草"
"2145","京阪本線","214533980","藤森"
"2145","京阪本線","214534020","伏見稲荷"
"2145","京阪本線","214534070","伏見桃山"
"2145","京阪本線","214534600","古川橋"
"2145","京阪本線","214535600","牧野"
"2145","京阪本線","214539480","守口市"
"2145","京阪本線","214539520","森小路"
"2145","京阪本線","214540560","石清水八幡宮"
"2145","京阪本線","214541180","淀"
"2145","京阪本線","214541203","淀屋橋"
"2150","京阪交野線","215008440","交野市"
"2150","京阪交野線","215010060","河内森"
"2150","京阪交野線","215010730","私市"
"2150","京阪交野線","215014140","郡津"
"2150","京阪交野線","215033230","枚方市"
"2150","京阪交野線","215034970","星ケ丘"
"2150","京阪交野線","215038280","宮之阪"
"2150","京阪交野線","215038970","村野"
"2155","京阪石山坂本線","215501160","穴太"
"2155","京阪石山坂本線","215501730","粟津"
"2155","京阪石山坂本線","215502280","石場"
"2155","京阪石山坂本線","215502380","石山寺"
"2155","京阪石山坂本線","215505220","京阪大津京"
"2155","京阪石山坂本線","215505270","近江神宮前"
"2155","京阪石山坂本線","215509780","唐橋前"
"2155","京阪石山坂本線","215510170","瓦ケ浜"
"2155","京阪石山坂本線","215513740","京阪石山"
"2155","京阪石山坂本線","215513750","京阪膳所"
"2155","京阪石山坂本線","215515970","坂本比叡山口"
"2155","京阪石山坂本線","215517140","滋賀里"
"2155","京阪石山坂本線","215517700","島ノ関"
"2155","京阪石山坂本線","215521180","膳所本町"
"2155","京阪石山坂本線","215527350","中ノ庄"
"2155","京阪石山坂本線","215528630","錦"
"2155","京阪石山坂本線","215531050","びわ湖浜大津"
"2155","京阪石山坂本線","215534743","大津市役所前"
"2155","京阪石山坂本線","215536020","松ノ馬場"
"2155","京阪石山坂本線","215536250","三井寺"
"2155","京阪石山坂本線","215537530","南滋賀"
"2160","京阪宇治線","216004180","宇治"
"2160","京阪宇治線","216005240","黄檗"
"2160","京阪宇治線","216010210","観月橋"
"2160","京阪宇治線","216015141","木幡"
"2160","京阪宇治線","216024370","中書島"
"2160","京阪宇治線","216038190","三室戸"
"2160","京阪宇治線","216039440","桃山南口"
"2160","京阪宇治線","216041480","六地蔵"
"2165","京阪京津線","216505140","追分"
"2165","京阪京津線","216505983","大谷"
"2165","京阪京津線","216509180","上栄町"
"2165","京阪京津線","216513760","京阪山科"
"2165","京阪京津線","216517540","四宮"
"2165","京阪京津線","216531050","びわ湖浜大津"
"2165","京阪京津線","216536700","御陵"
"2170","南海本線","217002260","石津川"
"2170","南海本線","217002450","泉大津"
"2170","南海本線","217002460","和泉大宮"
"2170","南海本線","217002480","泉佐野"
"2170","南海本線","217003540","井原里"
"2170","南海本線","217006520","岡田浦"
"2170","南海本線","217006790","尾崎"
"2170","南海本線","217007490","貝塚"
"2170","南海本線","217010800","岸里玉出"
"2170","南海本線","217010830","岸和田"
"2170","南海本線","217011290","北助松"
"2170","南海本線","217011750","紀ノ川"
"2170","南海本線","217011940","孝子"
"2170","南海本線","217015160","粉浜"
"2170","南海本線","217015670","堺"
"2170","南海本線","217017390","七道"
"2170","南海本線","217019071","新今宮"
"2170","南海本線","217020840","住ノ江"
"2170","南海本線","217020900","住吉大社"
"2170","南海本線","217020960","諏訪ノ森"
"2170","南海本線","217022150","高石"
"2170","南海本線","217022990","蛸地蔵"
"2170","南海本線","217023070","忠岡"
"2170","南海本線","217023690","樽井"
"2170","南海本線","217023780","淡輪"
"2170","南海本線","217025030","鶴原"
"2170","南海本線","217025330","天下茶屋"
"2170","南海本線","217026220","鳥取ノ荘"
"2170","南海本線","217028172","難波"
"2170","南海本線","217028660","二色浜"
"2170","南海本線","217030300","羽倉崎"
"2170","南海本線","217030380","箱作"
"2170","南海本線","217030420","羽衣"
"2170","南海本線","217031120","浜寺公園"
"2170","南海本線","217031360","春木"
"2170","南海本線","217036010","松ノ浜"
"2170","南海本線","217036690","みさき公園"
"2170","南海本線","217037200","湊"
"2170","南海本線","217041100","吉見ノ里"
"2170","南海本線","217041670","和歌山市"
"2170","南海本線","217083740","和歌山大学前"
"2175","阪堺電気軌道上町線","217501253","阿倍野"
"2175","阪堺電気軌道上町線","217509270","神ノ木"
"2175","阪堺電気軌道上町線","217511480","北畠"
"2175","阪堺電気軌道上町線","217520881","住吉"
"2175","阪堺電気軌道上町線","217525160","帝塚山三丁目"
"2175","阪堺電気軌道上町線","217525170","帝塚山四丁目"
"2175","阪堺電気軌道上町線","217525430","天王寺駅前"
"2175","阪堺電気軌道上町線","217532050","東天下茶屋"
"2175","阪堺電気軌道上町線","217533080","姫松"
"2175","阪堺電気軌道上町線","217536070","松虫"
"2180","阪堺電気軌道阪堺線","218001230","我孫子道"
"2180","阪堺電気軌道阪堺線","218001380","綾ノ町"
"2180","阪堺電気軌道阪堺線","218001790","安立町"
"2180","阪堺電気軌道阪堺線","218002240","石津"
"2180","阪堺電気軌道阪堺線","218003570","今池"
"2180","阪堺電気軌道阪堺線","218003670","今船"
"2180","阪堺電気軌道阪堺線","218005073","恵美須町"
"2180","阪堺電気軌道阪堺線","218005860","大小路"
"2180","阪堺電気軌道阪堺線","218011380","北天下茶屋"
"2180","阪堺電気軌道阪堺線","218015510","御陵前"
"2180","阪堺電気軌道阪堺線","218018490","宿院"
"2180","阪堺電気軌道阪堺線","218018600","聖天坂"
"2180","阪堺電気軌道阪堺線","218020320","神明町"
"2180","阪堺電気軌道阪堺線","218020881","住吉"
"2180","阪堺電気軌道阪堺線","218020920","住吉鳥居前"
"2180","阪堺電気軌道阪堺線","218022300","高須神社"
"2180","阪堺電気軌道阪堺線","218024570","塚西"
"2180","阪堺電気軌道阪堺線","218025230","寺地町"
"2180","阪堺電気軌道阪堺線","218025380","天神ノ森"
"2180","阪堺電気軌道阪堺線","218030950","花田口"
"2180","阪堺電気軌道阪堺線","218031110","浜寺駅前"
"2180","阪堺電気軌道阪堺線","218031930","東粉浜"
"2180","阪堺電気軌道阪堺線","218032010","東玉出"
"2180","阪堺電気軌道阪堺線","218032450","東湊"
"2180","阪堺電気軌道阪堺線","218034430","船尾"
"2180","阪堺電気軌道阪堺線","218035040","細井川"
"2180","阪堺電気軌道阪堺線","218035960","松田町"
"2180","阪堺電気軌道阪堺線","218037430","新今宮駅前"
"2180","阪堺電気軌道阪堺線","218038460","妙国寺前"
"2180","阪堺電気軌道阪堺線","218040400","大和川"
"2180","阪堺電気軌道阪堺線","218083810","石津北"
"2185","南海空港線","218502480","泉佐野"
"2185","南海空港線","218510220","関西空港"
"2185","南海空港線","218541420","りんくうタウン"
"2190","南海高師浜線","219011860","伽羅橋"
"2190","南海高師浜線","219022270","高師浜"
"2190","南海高師浜線","219030420","羽衣"
"2195","南海多奈川線","219523280","多奈川"
"2195","南海多奈川線","219533750","深日港"
"2195","南海多奈川線","219533760","深日町"
"2195","南海多奈川線","219536690","みさき公園"
"2200","南海加太線","220002810","磯ノ浦"
"2200","南海加太線","220008350","加太"
"2200","南海加太線","220011750","紀ノ川"
"2200","南海加太線","220027510","中松江"
"2200","南海加太線","220029190","西ノ庄"
"2200","南海加太線","220029750","二里ケ浜"
"2200","南海加太線","220030700","八幡前"
"2200","南海加太線","220032380","東松江"
"2205","南海和歌山港線","220541660","和歌山港"
"2205","南海和歌山港線","220541670","和歌山市"
"2210","南海高野線","221000650","浅香山"
"2210","南海高野線","221000910","芦原町"
"2210","南海高野線","221001220","我孫子前"
"2210","南海高野線","221001360","天見"
"2210","南海高野線","221003690","今宮戎"
"2210","南海高野線","221009350","上古沢"
"2210","南海高野線","221009480","学文路"
"2210","南海高野線","221010030","河内長野"
"2210","南海高野線","221010450","紀伊神谷"
"2210","南海高野線","221010480","紀伊清水"
"2210","南海高野線","221010590","紀伊細川"
"2210","南海高野線","221010800","岸里玉出"
"2210","南海高野線","221011440","北野田"
"2210","南海高野線","221011660","木津川"
"2210","南海高野線","221011840","紀見峠"
"2210","南海高野線","221012750","九度山"
"2210","南海高野線","221014400","高野下"
"2210","南海高野線","221014720","極楽橋"
"2210","南海高野線","221015560","金剛"
"2210","南海高野線","221015710","堺東"
"2210","南海高野線","221016550","狭山"
"2210","南海高野線","221016580","大阪狭山市"
"2210","南海高野線","221016640","沢ノ町"
"2210","南海高野線","221017100","汐見橋"
"2210","南海高野線","221018260","下古沢"
"2210","南海高野線","221018840","白鷺"
"2210","南海高野線","221019071","新今宮"
"2210","南海高野線","221020930","住吉東"
"2210","南海高野線","221022750","滝谷"
"2210","南海高野線","221024250","千早口"
"2210","南海高野線","221024490","千代田"
"2210","南海高野線","221024930","津守"
"2210","南海高野線","221025150","帝塚山"
"2210","南海高野線","221025330","天下茶屋"
"2210","南海高野線","221027593","中百舌鳥"
"2210","南海高野線","221028172","難波"
"2210","南海高野線","221029080","西天下茶屋"
"2210","南海高野線","221030220","萩ノ茶屋"
"2210","南海高野線","221030260","萩原天神"
"2210","南海高野線","221030500","橋本"
"2210","南海高野線","221030770","初芝"
"2210","南海高野線","221036320","美加の台"
"2210","南海高野線","221036630","三国ケ丘"
"2210","南海高野線","221036940","三日市町"
"2210","南海高野線","221038400","御幸辻"
"2210","南海高野線","221039200","百舌鳥八幡"
"2210","南海高野線","221041410","林間田園都市"
"2215","わかやま電鉄貴志川線","221502860","伊太祈曽"
"2215","わかやま電鉄貴志川線","221505420","大池遊園"
"2215","わかやま電鉄貴志川線","221506500","岡崎前"
"2215","わかやま電鉄貴志川線","221508990","竈山"
"2215","わかやま電鉄貴志川線","221510360","甘露寺前"
"2215","わかやま電鉄貴志川線","221510770","貴志"
"2215","わかやま電鉄貴志川線","221512170","吉礼"
"2215","わかやま電鉄貴志川線","221514080","神前"
"2215","わかやま電鉄貴志川線","221516800","山東"
"2215","わかやま電鉄貴志川線","221523270","田中口"
"2215","わかやま電鉄貴志川線","221529470","西山口"
"2215","わかやま電鉄貴志川線","221529590","日前宮"
"2215","わかやま電鉄貴志川線","221541651","和歌山"
"2215","わかやま電鉄貴志川線","221553980","交通センター前"
"2225","紀州鉄道","222507690","学門"
"2225","紀州鉄道","222510460","紀伊御坊"
"2225","紀州鉄道","222515210","御坊"
"2225","紀州鉄道","222518370","市役所前"
"2225","紀州鉄道","222528770","西御坊"
"2230","泉北高速鉄道","223002470","泉ケ丘"
"2230","泉北高速鉄道","223002530","和泉中央"
"2230","泉北高速鉄道","223014370","光明池"
"2230","泉北高速鉄道","223025930","栂・美木多"
"2230","泉北高速鉄道","223027594","中百舌鳥"
"2230","泉北高速鉄道","223033510","深井"
"2235","水間鉄道","223502220","石才"
"2235","水間鉄道","223507493","貝塚"
"2235","水間鉄道","223507510","貝塚市役所前"
"2235","水間鉄道","223514630","近義の里"
"2235","水間鉄道","223521230","清児"
"2235","水間鉄道","223527700","名越"
"2235","水間鉄道","223536330","三ケ山口"
"2235","水間鉄道","223536800","水間観音"
"2235","水間鉄道","223537040","三ツ松"
"2235","水間鉄道","223539450","森"
"2240","近鉄生駒鋼索線","224002100","生駒山上"
"2240","近鉄生駒鋼索線","224004670","梅屋敷"
"2240","近鉄生駒鋼索線","224008283","霞ケ丘"
"2240","近鉄生駒鋼索線","224026690","鳥居前"
"2240","近鉄生駒鋼索線","224034810","宝山寺"
"2245","近鉄けいはんな線","224501570","荒本"
"2245","近鉄けいはんな線","224502090","生駒"
"2245","近鉄けいはんな線","224519020","新石切"
"2245","近鉄けいはんな線","224527183","長田"
"2245","近鉄けいはんな線","224540990","吉田"
"2245","近鉄けいはんな線","224579975","白庭台"
"2245","近鉄けいはんな線","224579980","学研北生駒"
"2245","近鉄けいはんな線","224579985","学研奈良登美ヶ丘"
"2250","近鉄奈良線","225001400","菖蒲池"
"2250","近鉄奈良線","225002090","生駒"
"2250","近鉄奈良線","225002200","石切"
"2250","近鉄奈良線","225003620","今里"
"2250","近鉄奈良線","225004090","大阪上本町"
"2250","近鉄奈良線","225007630","学園前"
"2250","近鉄奈良線","225009990","河内永和"
"2250","近鉄奈良線","225010020","河内小阪"
"2250","近鉄奈良線","225010040","河内花園"
"2250","近鉄奈良線","225012320","近鉄奈良"
"2250","近鉄奈良線","225019180","新大宮"
"2250","近鉄奈良線","225025021","鶴橋"
"2250","近鉄奈良線","225026390","富雄"
"2250","近鉄奈良線","225029790","額田"
"2250","近鉄奈良線","225031620","東生駒"
"2250","近鉄奈良線","225032250","東花園"
"2250","近鉄奈良線","225033120","瓢箪山"
"2250","近鉄奈良線","225033210","枚岡"
"2250","近鉄奈良線","225034140","布施"
"2250","近鉄奈良線","225039630","八戸ノ里"
"2250","近鉄奈良線","225040420","大和西大寺"
"2250","近鉄奈良線","225041590","若江岩田"
"2255","近鉄難波線","225504090","大阪上本町"
"2255","近鉄難波線","225512330","大阪難波"
"2255","近鉄難波線","225512340","近鉄日本橋"
"2260","近鉄生駒線","226002090","生駒"
"2260","近鉄生駒線","226003140","一分"
"2260","近鉄生駒線","226005191","王寺"
"2260","近鉄生駒線","226017220","信貴山下"
"2260","近鉄生駒線","226021320","勢野北口"
"2260","近鉄生駒線","226023160","竜田川"
"2260","近鉄生駒線","226027860","菜畑"
"2260","近鉄生駒線","226030210","萩の台"
"2260","近鉄生駒線","226032520","東山"
"2260","近鉄生駒線","226034730","平群"
"2260","近鉄生駒線","226037290","南生駒"
"2260","近鉄生駒線","226039240","元山上口"
"2265","近鉄大阪線","226500260","青山町"
"2265","近鉄大阪線","226500430","赤目口"
"2265","近鉄大阪線","226501770","安堂"
"2265","近鉄大阪線","226501900","伊賀神戸"
"2265","近鉄大阪線","226501910","伊賀上津"
"2265","近鉄大阪線","226502590","伊勢石橋"
"2265","近鉄大阪線","226502720","伊勢中川"
"2265","近鉄大阪線","226503620","今里"
"2265","近鉄大阪線","226504090","大阪上本町"
"2265","近鉄大阪線","226505700","大阪教育大前"
"2265","近鉄大阪線","226506300","大三"
"2265","近鉄大阪線","226507410","恩智"
"2265","近鉄大阪線","226508390","堅下"
"2265","近鉄大阪線","226509840","川合高岡"
"2265","近鉄大阪線","226510010","河内国分"
"2265","近鉄大阪線","226510070","河内山本"
"2265","近鉄大阪線","226510680","桔梗が丘"
"2265","近鉄大阪線","226511900","久宝寺口"
"2265","近鉄大阪線","226512270","近鉄下田"
"2265","近鉄大阪線","226512370","近鉄八尾"
"2265","近鉄大阪線","226513890","五位堂"
"2265","近鉄大阪線","226515820","榊原温泉口"
"2265","近鉄大阪線","226516053","桜井"
"2265","近鉄大阪線","226516830","三本松"
"2265","近鉄大阪線","226518520","俊徳道"
"2265","近鉄大阪線","226521160","関屋"
"2265","近鉄大阪線","226522040","大福"
"2265","近鉄大阪線","226522600","高安"
"2265","近鉄大阪線","226524680","築山"
"2265","近鉄大阪線","226525021","鶴橋"
"2265","近鉄大阪線","226527130","長瀬"
"2265","近鉄大阪線","226527870","名張"
"2265","近鉄大阪線","226528280","西青山"
"2265","近鉄大阪線","226529510","二上"
"2265","近鉄大阪線","226530170","榛原"
"2265","近鉄大阪線","226530570","長谷寺"
"2265","近鉄大阪線","226531530","東青山"
"2265","近鉄大阪線","226534140","布施"
"2265","近鉄大阪線","226534870","法善寺"
