"railway_no","railway_name","metro_no","metro_name"
"0005","ＪＲ山手線","000500480","秋葉原"
"0005","ＪＲ山手線","000502060","池袋"
"0005","ＪＲ山手線","000504030","上野"
"0005","ＪＲ山手線","000504160","鶯谷"
"0005","ＪＲ山手線","000505050","恵比寿"
"0005","ＪＲ山手線","000505780","大崎"
"0005","ＪＲ山手線","000506000","大塚"
"0005","ＪＲ山手線","000506530","御徒町"
"0005","ＪＲ山手線","000510270","神田"
"0005","ＪＲ山手線","000514970","五反田"
"0005","ＪＲ山手線","000515330","駒込"
"0005","ＪＲ山手線","000517460","品川"
"0005","ＪＲ山手線","000517640","渋谷"
"0005","ＪＲ山手線","000519120","新大久保"
"0005","ＪＲ山手線","000519670","新宿"
"0005","ＪＲ山手線","000520110","新橋"
"0005","ＪＲ山手線","000520550","巣鴨"
"0005","ＪＲ山手線","000522350","高田馬場"
"0005","ＪＲ山手線","000523410","田端"
"0005","ＪＲ山手線","000523500","田町"
"0005","ＪＲ山手線","000525620","東京"
"0005","ＪＲ山手線","000529160","西日暮里"
"0005","ＪＲ山手線","000529650","日暮里"
"0005","ＪＲ山手線","000531160","浜松町"
"0005","ＪＲ山手線","000531250","原宿"
"0005","ＪＲ山手線","000539110","目黒"
"0005","ＪＲ山手線","000539120","目白"
"0005","ＪＲ山手線","000540650","有楽町"
"0005","ＪＲ山手線","000541280","代々木"
"0005","ＪＲ山手線","000584570","高輪ゲートウェイ"
"0010","東京メトロ銀座線","001000250","青山一丁目"
"0010","東京メトロ銀座線","001000320","赤坂見附"
"0010","東京メトロ銀座線","001000670","浅草"
"0010","東京メトロ銀座線","001003430","稲荷町"
"0010","東京メトロ銀座線","001004030","上野"
"0010","東京メトロ銀座線","001004070","上野広小路"
"0010","東京メトロ銀座線","001007240","表参道"
"0010","東京メトロ銀座線","001007450","外苑前"
"0010","東京メトロ銀座線","001010270","神田"
"0010","東京メトロ銀座線","001012060","京橋"
"0010","東京メトロ銀座線","001012200","銀座"
"0010","東京メトロ銀座線","001017640","渋谷"
"0010","東京メトロ銀座線","001020110","新橋"
"0010","東京メトロ銀座線","001020510","末広町"
"0010","東京メトロ銀座線","001023660","溜池山王"
"0010","東京メトロ銀座線","001023730","田原町"
"0010","東京メトロ銀座線","001026650","虎ノ門"
"0010","東京メトロ銀座線","001029710","日本橋"
"0010","東京メトロ銀座線","001036980","三越前"
"0015","東京メトロ丸ノ内線","001500320","赤坂見附"
"0015","東京メトロ丸ノ内線","001501720","淡路町"
"0015","東京メトロ丸ノ内線","001502060","池袋"
"0015","東京メトロ丸ノ内線","001506050","大手町"
"0015","東京メトロ丸ノ内線","001506640","荻窪"
"0015","東京メトロ丸ノ内線","001506970","御茶ノ水"
"0015","東京メトロ丸ノ内線","001508290","霞ケ関"
"0015","東京メトロ丸ノ内線","001512200","銀座"
"0015","東京メトロ丸ノ内線","001514430","後楽園"
"0015","東京メトロ丸ノ内線","001515020","国会議事堂前"
"0015","東京メトロ丸ノ内線","001519160","新大塚"
"0015","東京メトロ丸ノ内線","001519470","新高円寺"
"0015","東京メトロ丸ノ内線","001519670","新宿"
"0015","東京メトロ丸ノ内線","001519680","新宿御苑前"
"0015","東京メトロ丸ノ内線","001519690","新宿三丁目"
"0015","東京メトロ丸ノ内線","001520030","新中野"
"0015","東京メトロ丸ノ内線","001525620","東京"
"0015","東京メトロ丸ノ内線","001527320","中野坂上"
"0015","東京メトロ丸ノ内線","001527360","中野新橋"
"0015","東京メトロ丸ノ内線","001527380","中野富士見町"
"0015","東京メトロ丸ノ内線","001528860","西新宿"
"0015","東京メトロ丸ノ内線","001531910","東高円寺"
"0015","東京メトロ丸ノ内線","001534900","方南町"
"0015","東京メトロ丸ノ内線","001535340","本郷三丁目"
"0015","東京メトロ丸ノ内線","001537270","南阿佐ケ谷"
"0015","東京メトロ丸ノ内線","001538430","茗荷谷"
"0015","東京メトロ丸ノ内線","001541160","四ツ谷"
"0015","東京メトロ丸ノ内線","001541170","四谷三丁目"
"0020","東京メトロ日比谷線","002000480","秋葉原"
"0020","東京メトロ日比谷線","002003760","入谷"
"0020","東京メトロ日比谷線","002004030","上野"
"0020","東京メトロ日比谷線","002005050","恵比寿"
"0020","東京メトロ日比谷線","002008290","霞ケ関"
"0020","東京メトロ日比谷線","002009450","神谷町"
"0020","東京メトロ日比谷線","002009680","茅場町"
"0020","東京メトロ日比谷線","002011310","北千住"
"0020","東京メトロ日比谷線","002012200","銀座"
"0020","東京メトロ日比谷線","002015070","小伝馬町"
"0020","東京メトロ日比谷線","002024620","築地"
"0020","東京メトロ日比谷線","002026940","仲御徒町"
"0020","東京メトロ日比谷線","002027580","中目黒"
"0020","東京メトロ日比谷線","002029780","人形町"
"0020","東京メトロ日比谷線","002030820","八丁堀"
"0020","東京メトロ日比谷線","002031870","東銀座"
"0020","東京メトロ日比谷線","002033040","日比谷"
"0020","東京メトロ日比谷線","002033410","広尾"
"0020","東京メトロ日比谷線","002037600","南千住"
"0020","東京メトロ日比谷線","002038130","三ノ輪"
"0020","東京メトロ日比谷線","002041560","六本木"
"0020","東京メトロ日比谷線","002084580","虎ノ門ヒルズ"
"0025","東京メトロ東西線","002501820","飯田橋"
"0025","東京メトロ東西線","002504690","浦安"
"0025","東京メトロ東西線","002506050","大手町"
"0025","東京メトロ東西線","002506940","落合"
"0025","東京メトロ東西線","002507710","神楽坂"
"0025","東京メトロ東西線","002507760","葛西"
"0025","東京メトロ東西線","002509680","茅場町"
"0025","東京メトロ東西線","002511770","木場"
"0025","東京メトロ東西線","002512030","行徳"
"0025","東京メトロ東西線","002512720","九段下"
"0025","東京メトロ東西線","002522350","高田馬場"
"0025","東京メトロ東西線","002522950","竹橋"
"0025","東京メトロ東西線","002525900","東陽町"
"0025","東京メトロ東西線","002527280","中野"
"0025","東京メトロ東西線","002528520","西葛西"
"0025","東京メトロ東西線","002529360","西船橋"
"0025","東京メトロ東西線","002529710","日本橋"
"0025","東京メトロ東西線","002531240","原木中山"
"0025","東京メトロ東西線","002537450","南行徳"
"0025","東京メトロ東西線","002537570","南砂町"
"0025","東京メトロ東西線","002538520","妙典"
"0025","東京メトロ東西線","002539600","門前仲町"
"0025","東京メトロ東西線","002541750","早稲田"
"0030","東京メトロ千代田線","003000300","赤坂"
"0030","東京メトロ千代田線","003001370","綾瀬"
"0030","東京メトロ千代田線","003006050","大手町"
"0030","東京メトロ千代田線","003007240","表参道"
"0030","東京メトロ千代田線","003008290","霞ケ関"
"0030","東京メトロ千代田線","003010900","北綾瀬"
"0030","東京メトロ千代田線","003011310","北千住"
"0030","東京メトロ千代田線","003015020","国会議事堂前"
"0030","東京メトロ千代田線","003019190","新御茶ノ水"
"0030","東京メトロ千代田線","003021530","千駄木"
"0030","東京メトロ千代田線","003029160","西日暮里"
"0030","東京メトロ千代田線","003029480","二重橋前"
"0030","東京メトロ千代田線","003029860","根津"
"0030","東京メトロ千代田線","003030010","乃木坂"
"0030","東京メトロ千代田線","003033040","日比谷"
"0030","東京メトロ千代田線","003035790","町屋"
"0030","東京メトロ千代田線","003039010","明治神宮前"
"0030","東京メトロ千代田線","003040710","湯島"
"0030","東京メトロ千代田線","003041290","代々木上原"
"0030","東京メトロ千代田線","003041300","代々木公園"
"0035","西武有楽町線","003514950","小竹向原"
"0035","西武有楽町線","003519600","新桜台"
"0035","西武有楽町線","003529900","練馬"
"0040","東京メトロ有楽町線","004001820","飯田橋"
"0040","東京メトロ有楽町線","004002060","池袋"
"0040","東京メトロ有楽町線","004002980","市ケ谷"
"0040","東京メトロ有楽町線","004004750","地下鉄赤塚"
"0040","東京メトロ有楽町線","004004760","地下鉄成増"
"0040","東京メトロ有楽町線","004004940","江戸川橋"
"0040","東京メトロ有楽町線","004008710","要町"
"0040","東京メトロ有楽町線","004012210","銀座一丁目"
"0040","東京メトロ有楽町線","004014020","麹町"
"0040","東京メトロ有楽町線","004014760","護国寺"
"0040","東京メトロ有楽町線","004014950","小竹向原"
"0040","東京メトロ有楽町線","004016170","桜田門"
"0040","東京メトロ有楽町線","004019330","新木場"
"0040","東京メトロ有楽町線","004019980","新富町"
"0040","東京メトロ有楽町線","004021350","千川"
"0040","東京メトロ有楽町線","004023180","辰巳"
"0040","東京メトロ有楽町線","004024650","月島"
"0040","東京メトロ有楽町線","004026540","豊洲"
"0040","東京メトロ有楽町線","004027210","永田町"
"0040","東京メトロ有楽町線","004031600","東池袋"
"0040","東京メトロ有楽町線","004032630","氷川台"
"0040","東京メトロ有楽町線","004034660","平和台"
"0040","東京メトロ有楽町線","004040650","有楽町"
"0040","東京メトロ有楽町線","004041690","和光市"
"0043","東京メトロ副都心線","004302060","池袋"
"0043","東京メトロ副都心線","004304750","地下鉄赤塚"
"0043","東京メトロ副都心線","004304760","地下鉄成増"
"0043","東京メトロ副都心線","004308710","要町"
"0043","東京メトロ副都心線","004314950","小竹向原"
"0043","東京メトロ副都心線","004317640","渋谷"
"0043","東京メトロ副都心線","004319690","新宿三丁目"
"0043","東京メトロ副都心線","004321350","千川"
"0043","東京メトロ副都心線","004332630","氷川台"
"0043","東京メトロ副都心線","004334660","平和台"
"0043","東京メトロ副都心線","004339010","明治神宮前"
"0043","東京メトロ副都心線","004341690","和光市"
"0043","東京メトロ副都心線","004350015","東新宿"
"0043","東京メトロ副都心線","004380835","北参道"
"0043","東京メトロ副都心線","004380840","西早稲田"
"0043","東京メトロ副都心線","004380845","雑司が谷"
"0045","東京メトロ半蔵門線","004500250","青山一丁目"
"0045","東京メトロ半蔵門線","004506050","大手町"
"0045","東京メトロ半蔵門線","004506820","押上"
"0045","東京メトロ半蔵門線","004507240","表参道"
"0045","東京メトロ半蔵門線","004512720","九段下"
"0045","東京メトロ半蔵門線","004517640","渋谷"
"0045","東京メトロ半蔵門線","004520210","神保町"
"0045","東京メトロ半蔵門線","004520460","水天宮前"
"0045","東京メトロ半蔵門線","004520870","住吉"
"0045","東京メトロ半蔵門線","004527210","永田町"
"0045","東京メトロ半蔵門線","004531420","半蔵門"
"0045","東京メトロ半蔵門線","004536980","三越前"
"0045","東京メトロ半蔵門線","004550050","清澄白河"
"0045","東京メトロ半蔵門線","004553960","錦糸町"
"0050","東京メトロ南北線","005000390","赤羽岩淵"
"0050","東京メトロ南北線","005000800","麻布十番"
"0050","東京メトロ南北線","005001820","飯田橋"
"0050","東京メトロ南北線","005002980","市ケ谷"
"0050","東京メトロ南北線","005005180","王子"
"0050","東京メトロ南北線","005005830","王子神谷"
"0050","東京メトロ南北線","005014430","後楽園"
"0050","東京メトロ南北線","005015330","駒込"
"0050","東京メトロ南北線","005017810","志茂"
"0050","東京メトロ南北線","005018930","白金台"
"0050","東京メトロ南北線","005018940","白金高輪"
"0050","東京メトロ南北線","005023660","溜池山王"
"0050","東京メトロ南北線","005025730","東大前"
"0050","東京メトロ南北線","005027210","永田町"
"0050","東京メトロ南北線","005028560","西ケ原"
"0050","東京メトロ南北線","005035370","本駒込"
"0050","東京メトロ南北線","005039110","目黒"
"0050","東京メトロ南北線","005041160","四ツ谷"
"0050","東京メトロ南北線","005041570","六本木一丁目"
"0055","都営浅草線","005500670","浅草"
"0055","都営浅草線","005500680","浅草橋"
"0055","都営浅草線","005506820","押上"
"0055","都営浅草線","005513010","蔵前"
"0055","都営浅草線","005514970","五反田"
"0055","都営浅草線","005520110","新橋"
"0055","都営浅草線","005521340","泉岳寺"
"0055","都営浅草線","005522090","大門"
"0055","都営浅草線","005522460","高輪台"
"0055","都営浅草線","005522650","宝町"
"0055","都営浅草線","005526080","戸越"
"0055","都営浅草線","005527370","中延"
"0055","都営浅草線","005529410","西馬込"
"0055","都営浅草線","005529710","日本橋"
"0055","都営浅草線","005529780","人形町"
"0055","都営浅草線","005531870","東銀座"
"0055","都営浅草線","005532170","東日本橋"
"0055","都営浅草線","005535380","本所吾妻橋"
"0055","都営浅草線","005535690","馬込"
"0055","都営浅草線","005536860","三田"
"0060","都営三田線","006002900","板橋区役所前"
"0060","都営三田線","006002910","板橋本町"
"0060","都営三田線","006004290","内幸町"
"0060","都営三田線","006006050","大手町"
"0060","都営三田線","006007040","御成門"
"0060","都営三田線","006008030","春日"
"0060","都営三田線","006017570","芝公園"
"0060","都営三田線","006017790","志村坂上"
"0060","都営三田線","006017800","志村三丁目"
"0060","都営三田線","006018930","白金台"
"0060","都営三田線","006018940","白金高輪"
"0060","都営三田線","006019040","新板橋"
"0060","都営三田線","006019810","新高島平"
"0060","都営三田線","006020210","神保町"
"0060","都営三田線","006020470","水道橋"
"0060","都営三田線","006020550","巣鴨"
"0060","都営三田線","006021410","千石"
"0060","都営三田線","006022280","高島平"
"0060","都営三田線","006028890","西巣鴨"
"0060","都営三田線","006028980","西台"
"0060","都営三田線","006029010","西高島平"
"0060","都営三田線","006030270","白山"
"0060","都営三田線","006030540","蓮根"
"0060","都営三田線","006033040","日比谷"
"0060","都営三田線","006036860","三田"
"0060","都営三田線","006039110","目黒"
"0060","都営三田線","006039290","本蓮沼"
"0065","都営新宿線","006500590","曙橋"
"0065","都営新宿線","006502980","市ケ谷"
"0065","都営新宿線","006503060","一之江"
"0065","都営新宿線","006503950","岩本町"
"0065","都営新宿線","006505850","大島"
"0065","都営新宿線","006506620","小川町"
"0065","都営新宿線","006510690","菊川"
"0065","都営新宿線","006512720","九段下"
"0065","都営新宿線","006517480","篠崎"
"0065","都営新宿線","006519670","新宿"
"0065","都営新宿線","006519690","新宿三丁目"
"0065","都営新宿線","006520210","神保町"
"0065","都営新宿線","006520870","住吉"
"0065","都営新宿線","006528430","西大島"
"0065","都営新宿線","006530340","馬喰横山"
"0065","都営新宿線","006531100","浜町"
"0065","都営新宿線","006531700","東大島"
"0065","都営新宿線","006534520","船堀"
"0065","都営新宿線","006536730","瑞江"
"0065","都営新宿線","006539350","本八幡"
"0065","都営新宿線","006539490","森下"
"0070","都営大江戸線","007000250","青山一丁目"
"0070","都営大江戸線","007000800","麻布十番"
"0070","都営大江戸線","007001820","飯田橋"
"0070","都営大江戸線","007006960","落合南長崎"
"0070","都営大江戸線","007008030","春日"
"0070","都営大江戸線","007013010","蔵前"
"0070","都営大江戸線","007014730","国立競技場"
"0070","都営大江戸線","007019110","新江古田"
"0070","都営大江戸線","007019670","新宿"
"0070","都営大江戸線","007022090","大門"
"0070","都営大江戸線","007024650","月島"
"0070","都営大江戸線","007026130","豊島園"
"0070","都営大江戸線","007026200","都庁前"
"0070","都営大江戸線","007026830","中井"
"0070","都営大江戸線","007027320","中野坂上"
"0070","都営大江戸線","007028870","西新宿五丁目"
"0070","都営大江戸線","007029900","練馬"
"0070","都営大江戸線","007029910","練馬春日町"
"0070","都営大江戸線","007032110","東中野"
"0070","都営大江戸線","007032620","光が丘"
"0070","都営大江戸線","007035340","本郷三丁目"
"0070","都営大江戸線","007039490","森下"
"0070","都営大江戸線","007039600","門前仲町"
"0070","都営大江戸線","007041280","代々木"
"0070","都営大江戸線","007041560","六本木"
"0070","都営大江戸線","007050010","新宿西口"
"0070","都営大江戸線","007050015","東新宿"
"0070","都営大江戸線","007050020","若松河田"
"0070","都営大江戸線","007050025","牛込柳町"
"0070","都営大江戸線","007050030","牛込神楽坂"
"0070","都営大江戸線","007050035","上野御徒町"
"0070","都営大江戸線","007050040","新御徒町"
"0070","都営大江戸線","007050045","両国"
"0070","都営大江戸線","007050050","清澄白河"
"0070","都営大江戸線","007050055","勝どき"
"0070","都営大江戸線","007050060","築地市場"
"0070","都営大江戸線","007050065","赤羽橋"
"0070","都営大江戸線","007053930","汐留"
"0075","新交通ゆりかもめ","007500230","青海"
"0075","新交通ゆりかもめ","007501580","有明"
"0075","新交通ゆりかもめ","007506860","お台場海浜公園"
"0075","新交通ゆりかもめ","007514670","東京ビッグサイト"
"0075","新交通ゆりかもめ","007517560","芝浦ふ頭"
"0075","新交通ゆりかもめ","007520110","新橋"
"0075","新交通ゆりかもめ","007522030","台場"
"0075","新交通ゆりかもめ","007522890","竹芝"
"0075","新交通ゆりかもめ","007525310","テレコムセンター"
"0075","新交通ゆりかもめ","007526540","豊洲"
"0075","新交通ゆりかもめ","007532960","日の出"
"0075","新交通ゆりかもめ","007534550","東京国際クルーズターミナル"
"0075","新交通ゆりかもめ","007553930","汐留"
"0075","新交通ゆりかもめ","007579995","有明テニスの森"
"0075","新交通ゆりかもめ","007580000","市場前"
"0075","新交通ゆりかもめ","007580005","新豊洲"
"0080","東京モノレール","008005410","大井競馬場前"
"0080","東京モノレール","008018760","昭和島"
"0080","東京モノレール","008019760","新整備場"
"0080","東京モノレール","008025350","天空橋"
"0080","東京モノレール","008025440","天王洲アイル"
"0080","東京モノレール","008031020","羽田空港第１ターミナル"
"0080","東京モノレール","008031025","羽田空港第３ターミナル"
"0080","東京モノレール","008031030","整備場"
"0080","東京モノレール","008031160","浜松町"
"0080","東京モノレール","008041350","流通センター"
"0080","東京モノレール","008075900","羽田空港第２ターミナル"
"0085","都電荒川線","008500980","飛鳥山"
"0085","都電荒川線","008501470","荒川区役所前"
"0085","都電荒川線","008501480","荒川車庫前"
"0085","都電荒川線","008501490","荒川七丁目"
"0085","都電荒川線","008501500","荒川二丁目"
"0085","都電荒川線","008501510","荒川遊園地前"
"0085","都電荒川線","008505200","王子駅前"
"0085","都電荒川線","008506020","大塚駅前"
"0085","都電荒川線","008506850","小台"
"0085","都電荒川線","008507220","面影橋"
"0085","都電荒川線","008507670","学習院下"
"0085","都電荒川線","008508010","梶原"
"0085","都電荒川線","008510820","鬼子母神前"
"0085","都電荒川線","008512890","熊野前"
"0085","都電荒川線","008514060","庚申塚"
"0085","都電荒川線","008515770","栄町"
"0085","都電荒川線","008519480","新庚申塚"
"0085","都電荒川線","008520560","巣鴨新田"
"0085","都電荒川線","008521650","都電雑司ヶ谷"
"0085","都電荒川線","008522780","滝野川一丁目"
"0085","都電荒川線","008528570","西ヶ原四丁目"
"0085","都電荒川線","008531610","東池袋四丁目"
"0085","都電荒川線","008531740","東尾久三丁目"
"0085","都電荒川線","008535800","町屋駅前"
"0085","都電荒川線","008535810","町屋二丁目"
"0085","都電荒川線","008538140","三ノ輪橋"
"0085","都電荒川線","008538320","宮ノ前"
"0085","都電荒川線","008538630","向原"
"0085","都電荒川線","008541740","早稲田"
"0085","都電荒川線","008550070","荒川一中前"
"0090","りんかい線","009005480","大井町"
"0090","りんかい線","009005780","大崎"
"0090","りんかい線","009014660","国際展示場"
"0090","りんかい線","009017510","東雲"
"0090","りんかい線","009019330","新木場"
"0090","りんかい線","009025440","天王洲アイル"
"0090","りんかい線","009025630","東京テレポート"
"0090","りんかい線","009053940","品川シーサイド"
"0095","京急本線","009500240","青物横丁"
"0095","京急本線","009501750","安針塚"
"0095","京急本線","009503190","井土ヶ谷"
"0095","京急本線","009504660","梅屋敷"
"0095","京急本線","009504680","浦賀"
"0095","京急本線","009506380","大森海岸"
"0095","京急本線","009506400","大森町"
"0095","京急本線","009506990","追浜"
"0095","京急本線","009507720","花月総持寺"
"0095","京急本線","009508630","神奈川"
"0095","京急本線","009508640","神奈川新町"
"0095","京急本線","009508650","金沢八景"
"0095","京急本線","009508660","金沢文庫"
"0095","京急本線","009509090","上大岡"
"0095","京急本線","009511210","北品川"
"0095","京急本線","009512910","弘明寺"
"0095","京急本線","009513400","京急大津"
"0095","京急本線","009513410","京急蒲田"
"0095","京急本線","009513420","京急川崎"
"0095","京急本線","009513440","京急新子安"
"0095","京急本線","009513450","京急田浦"
"0095","京急本線","009513460","京急鶴見"
"0095","京急本線","009513470","京急富岡"
"0095","京急本線","009513490","県立大学"
"0095","京急本線","009514570","黄金町"
"0095","京急本線","009515450","子安"
"0095","京急本線","009516530","鮫洲"
"0095","京急本線","009517030","汐入"
"0095","京急本線","009517460","品川"
"0095","京急本線","009520140","新馬場"
"0095","京急本線","009520580","杉田"
"0095","京急本線","009521340","泉岳寺"
"0095","京急本線","009521660","雑色"
"0095","京急本線","009523090","立会川"
"0095","京急本線","009525080","鶴見市場"
"0095","京急本線","009526340","戸部"
"0095","京急本線","009527020","京急東神奈川"
"0095","京急本線","009527900","生麦"
"0095","京急本線","009529940","能見台"
"0095","京急本線","009530810","八丁畷"
"0095","京急本線","009532970","日ノ出町"
"0095","京急本線","009533140","屏風浦"
"0095","京急本線","009534650","平和島"
"0095","京急本線","009534760","逸見"
"0095","京急本線","009535240","堀ノ内"
"0095","京急本線","009536130","馬堀海岸"
"0095","京急本線","009537370","南太田"
"0095","京急本線","009540900","横須賀中央"
"0095","京急本線","009540940","横浜"
"0095","京急本線","009541470","六郷土手"
"0100","京急空港線","010001130","穴守稲荷"
"0100","京急空港線","010006110","大鳥居"
"0100","京急空港線","010013410","京急蒲田"
"0100","京急空港線","010014030","糀谷"
"0100","京急空港線","010025350","天空橋"
"0100","京急空港線","010075907","羽田空港第３ターミナル"
"0100","京急空港線","010075910","羽田空港第１・第２ターミナル"
"0105","京急大師線","010509940","川崎大師"
"0105","京急大師線","010513420","京急川崎"
"0105","京急大師線","010514860","小島新田"
"0105","京急大師線","010516700","大師橋"
"0105","京急大師線","010520680","鈴木町"
"0105","京急大師線","010532510","東門前"
"0105","京急大師線","010537240","港町"
"0110","京急逗子線","011008650","金沢八景"
"0110","京急逗子線","011019750","逗子・葉山"
"0110","京急逗子線","011020310","神武寺"
"0110","京急逗子線","011038930","六浦"
"0115","京急久里浜線","011511120","北久里浜"
"0115","京急久里浜線","011513430","京急久里浜"
"0115","京急久里浜線","011513480","京急長沢"
"0115","京急久里浜線","011519150","新大津"
"0115","京急久里浜線","011524690","津久井浜"
"0115","京急久里浜線","011535240","堀ノ内"
"0115","京急久里浜線","011536260","三浦海岸"
"0115","京急久里浜線","011536680","三崎口"
"0115","京急久里浜線","011541580","ＹＲＰ野比"
"0120","ＪＲ横須賀線","012006240","大船"
"0120","ＪＲ横須賀線","012008890","鎌倉"
"0120","ＪＲ横須賀線","012011100","北鎌倉"
"0120","ＪＲ横須賀線","012011700","衣笠"
"0120","ＪＲ横須賀線","012013050","久里浜"
"0120","ＪＲ横須賀線","012017460","品川"
"0120","ＪＲ横須賀線","012019290","新川崎"
"0120","ＪＲ横須賀線","012020110","新橋"
"0120","ＪＲ横須賀線","012020640","逗子"
"0120","ＪＲ横須賀線","012022120","田浦"
"0120","ＪＲ横須賀線","012025620","東京"
"0120","ＪＲ横須賀線","012026210","戸塚"
"0120","ＪＲ横須賀線","012028400","西大井"
"0120","ＪＲ横須賀線","012031980","東逗子"
"0120","ＪＲ横須賀線","012032070","東戸塚"
"0120","ＪＲ横須賀線","012035150","保土ケ谷"
"0120","ＪＲ横須賀線","012038720","武蔵小杉"
"0120","ＪＲ横須賀線","012040890","横須賀"
"0120","ＪＲ横須賀線","012040940","横浜"
"0125","ＪＲ京浜東北線","012500380","赤羽"
"0125","ＪＲ京浜東北線","012500480","秋葉原"
"0125","ＪＲ京浜東北線","012502190","石川町"
"0125","ＪＲ京浜東北線","012502800","磯子"
"0125","ＪＲ京浜東北線","012504030","上野"
"0125","ＪＲ京浜東北線","012504160","鶯谷"
"0125","ＪＲ京浜東北線","012505180","王子"
"0125","ＪＲ京浜東北線","012505480","大井町"
"0125","ＪＲ京浜東北線","012506240","大船"
"0125","ＪＲ京浜東北線","012506360","大森"
"0125","ＪＲ京浜東北線","012506530","御徒町"
"0125","ＪＲ京浜東北線","012508940","蒲田"
"0125","ＪＲ京浜東北線","012509240","上中里"
"0125","ＪＲ京浜東北線","012509920","川崎"
"0125","ＪＲ京浜東北線","012510270","神田"
"0125","ＪＲ京浜東北線","012510300","関内"
"0125","ＪＲ京浜東北線","012514260","港南台"
"0125","ＪＲ京浜東北線","012516100","桜木町"
"0125","ＪＲ京浜東北線","012517460","品川"
"0125","ＪＲ京浜東北線","012519550","新子安"
"0125","ＪＲ京浜東北線","012519740","新杉田"
"0125","ＪＲ京浜東北線","012520110","新橋"
"0125","ＪＲ京浜東北線","012523410","田端"
"0125","ＪＲ京浜東北線","012523500","田町"
"0125","ＪＲ京浜東北線","012525070","鶴見"
"0125","ＪＲ京浜東北線","012525620","東京"
"0125","ＪＲ京浜東北線","012529160","西日暮里"
"0125","ＪＲ京浜東北線","012529650","日暮里"
"0125","ＪＲ京浜東北線","012529850","根岸"
"0125","ＪＲ京浜東北線","012531160","浜松町"
"0125","ＪＲ京浜東北線","012531790","東神奈川"
"0125","ＪＲ京浜東北線","012531960","東十条"
"0125","ＪＲ京浜東北線","012535350","本郷台"
"0125","ＪＲ京浜東北線","012540360","山手"
"0125","ＪＲ京浜東北線","012540650","有楽町"
"0125","ＪＲ京浜東北線","012540830","洋光台"
"0125","ＪＲ京浜東北線","012540940","横浜"
"0125","ＪＲ京浜東北線","012584570","高輪ゲートウェイ"
"0126","ＪＲ京浜東北線","012604710","浦和"
"0126","ＪＲ京浜東北線","012606310","大宮"
"0126","ＪＲ京浜東北線","012609870","川口"
"0126","ＪＲ京浜東北線","012610970","北浦和"
"0126","ＪＲ京浜東北線","012615620","さいたま新都心"
"0126","ＪＲ京浜東北線","012628600","西川口"
"0126","ＪＲ京浜東北線","012637350","南浦和"
"0126","ＪＲ京浜東北線","012641220","与野"
"0126","ＪＲ京浜東北線","012641880","蕨"
"0130","ＪＲ根岸線","013002190","石川町"
"0130","ＪＲ根岸線","013002800","磯子"
"0130","ＪＲ根岸線","013006240","大船"
"0130","ＪＲ根岸線","013010300","関内"
"0130","ＪＲ根岸線","013014260","港南台"
"0130","ＪＲ根岸線","013016100","桜木町"
"0130","ＪＲ根岸線","013019740","新杉田"
"0130","ＪＲ根岸線","013029850","根岸"
"0130","ＪＲ根岸線","013035350","本郷台"
"0130","ＪＲ根岸線","013040360","山手"
"0130","ＪＲ根岸線","013040830","洋光台"
"0130","ＪＲ根岸線","013040940","横浜"
"0135","ＪＲ鶴見線","013500730","浅野"
"0135","ＪＲ鶴見線","013501760","安善"
"0135","ＪＲ鶴見線","013504550","海芝浦"
"0135","ＪＲ鶴見線","013505170","扇町"
"0135","ＪＲ鶴見線","013505540","大川"
"0135","ＪＲ鶴見線","013514680","国道"
"0135","ＪＲ鶴見線","013518750","昭和"
"0135","ＪＲ鶴見線","013519650","新芝浦"
"0135","ＪＲ鶴見線","013525070","鶴見"
"0135","ＪＲ鶴見線","013525090","鶴見小野"
"0135","ＪＲ鶴見線","013531070","浜川崎"
"0135","ＪＲ鶴見線","013534790","弁天橋"
"0135","ＪＲ鶴見線","013538750","武蔵白石"
"0140","シーサイドライン","014004560","海の公園柴口"
"0140","シーサイドライン","014004570","海の公園南口"
"0140","シーサイドライン","014008650","金沢八景"
"0140","シーサイドライン","014016340","幸浦"
"0140","シーサイドライン","014016690","産業振興センター"
"0140","シーサイドライン","014017360","市大医学部"
"0140","シーサイドライン","014019740","新杉田"
"0140","シーサイドライン","014026750","鳥浜"
"0140","シーサイドライン","014027920","並木北"
"0140","シーサイドライン","014027930","並木中央"
"0140","シーサイドライン","014028180","南部市場"
"0140","シーサイドライン","014030040","野島公園"
"0140","シーサイドライン","014030740","八景島"
"0140","シーサイドライン","014033620","福浦"
"0145","湘南モノレール","014506240","大船"
"0145","湘南モノレール","014508410","片瀬山"
"0145","湘南モノレール","014518650","湘南江の島"
"0145","湘南モノレール","014518680","湘南深沢"
"0145","湘南モノレール","014518690","湘南町屋"
"0145","湘南モノレール","014528580","西鎌倉"
"0145","湘南モノレール","014534050","富士見町"
"0145","湘南モノレール","014539140","目白山下"
"0150","江ノ島電鉄線","015002130","石上"
"0150","江ノ島電鉄線","015003400","稲村ヶ崎"
"0150","江ノ島電鉄線","015005010","江ノ島"
"0150","江ノ島電鉄線","015008890","鎌倉"
"0150","江ノ島電鉄線","015008900","鎌倉高校前"
"0150","江ノ島電鉄線","015012500","鵠沼"
